index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
6027,1.0,Very Good,F,SI1,62.5,56.0,6.38,6.42,4.0,2022
6028,1.06,Ideal,J,VS2,62.4,54.0,6.51,6.57,4.08,2022
6029,0.7,Very Good,E,VVS1,63.2,57.0,5.62,5.67,3.57,2022
6030,1.07,Premium,F,SI2,61.8,59.0,6.57,6.53,4.05,2022
6031,1.11,Ideal,I,SI1,62.3,56.0,6.59,6.64,4.12,2022
6032,1.0,Good,E,SI1,63.9,55.0,6.28,6.34,4.03,2022
6033,1.06,Ideal,I,SI1,62.6,56.0,6.46,6.54,4.07,2022
6034,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,2022
6035,1.52,Fair,H,I1,69.7,55.0,6.92,6.89,4.81,2022
6036,1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,2022
6037,1.04,Ideal,H,SI1,62.5,57.0,6.5,6.46,4.05,2022
6038,1.0,Very Good,I,SI1,58.5,61.0,6.51,6.55,3.82,2022
6039,1.0,Ideal,H,SI2,62.0,56.0,6.38,6.43,3.97,2022
6040,1.0,Ideal,I,SI1,62.5,56.0,6.38,6.41,4.0,2022
6041,1.0,Ideal,I,SI1,61.5,57.0,6.39,6.43,3.94,2022
6042,1.1,Premium,G,SI2,61.4,59.0,6.71,6.59,4.08,2022
6043,1.14,Very Good,F,SI2,62.9,59.0,6.62,6.64,4.17,2022
6044,1.0,Very Good,H,VS2,63.3,62.0,6.37,6.29,4.01,2022
6045,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,2022
6046,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,2022
6047,0.32,Very Good,D,SI1,62.7,57.0,4.34,4.37,2.73,2022
6048,0.32,Premium,D,SI1,61.4,58.0,4.38,4.42,2.7,2022
6049,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,2022
6050,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,2022
6051,0.32,Ideal,D,SI1,62.6,55.0,4.36,4.39,2.74,2022
6052,0.32,Ideal,D,SI1,60.8,57.0,4.41,4.44,2.69,2022
6053,0.34,Good,F,VS2,64.3,53.0,4.44,4.48,2.87,2022
6054,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,2022
6055,0.34,Very Good,H,VS1,62.3,57.0,4.45,4.48,2.78,2022
6056,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,2022
6057,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,2022
6058,0.3,Ideal,H,VVS2,62.4,56.0,4.28,4.31,2.68,2022
6059,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,2022
6060,0.3,Ideal,H,VVS2,61.5,55.0,4.34,4.37,2.68,2022
6061,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0,2022
6062,1.01,Ideal,G,SI1,61.4,57.0,6.44,6.5,3.97,2022
6063,1.15,Very Good,H,SI2,61.9,57.0,6.68,6.72,4.15,2022
6064,1.06,Premium,E,SI2,61.7,62.0,6.54,6.5,4.02,2022
6065,1.14,Premium,H,SI1,63.0,57.0,6.7,6.65,4.2,2022
6066,1.12,Premium,F,SI2,60.5,59.0,6.79,6.73,4.09,2022
6067,1.08,Very Good,E,SI2,60.2,58.0,6.61,6.68,4.0,2022
6068,1.08,Good,E,SI2,63.7,57.0,6.49,6.54,4.15,2022
6069,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,2022
6070,1.06,Premium,F,SI2,62.0,59.0,6.57,6.52,4.06,2022
6071,1.2,Premium,J,SI1,61.5,59.0,6.84,6.81,4.2,2022
6072,0.9,Premium,H,VVS2,62.4,58.0,6.15,6.12,3.83,2022
6073,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,2022
6074,1.04,Premium,H,SI1,58.5,62.0,6.67,6.64,3.89,2022
6075,1.04,Ideal,I,SI1,61.3,57.0,6.56,6.53,4.01,2022
6076,1.04,Ideal,I,SI1,61.3,57.0,6.57,6.54,4.02,2022
6077,1.19,Premium,I,SI2,62.6,58.0,6.7,6.75,4.21,2022
6078,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,2022
6079,0.94,Very Good,E,SI1,61.8,56.0,6.29,6.33,3.9,2022
6080,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,2022
6081,1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,4.17,2022
6082,1.15,Very Good,H,SI2,63.7,56.0,6.63,6.66,4.23,2022
6083,1.0,Very Good,D,SI2,62.5,58.0,6.35,6.44,4.0,2022
6084,0.9,Ideal,D,SI1,61.3,58.0,6.16,6.21,3.79,2022
6085,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,2022
6086,1.11,Premium,H,SI2,62.9,59.0,6.59,6.54,4.13,2022
6087,1.02,Premium,I,VS2,59.5,59.0,6.54,6.5,3.88,2022
6088,1.02,Ideal,I,VS2,61.5,57.0,6.49,6.45,3.98,2022
6089,1.02,Ideal,F,SI2,62.4,55.0,6.46,6.43,4.02,2022
6090,1.06,Ideal,G,SI2,61.0,57.0,6.61,6.56,4.02,2022
6091,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,2022
6092,1.11,Ideal,H,SI2,62.7,57.0,6.66,6.59,4.14,2022
6093,1.11,Premium,H,SI2,61.6,60.0,6.67,6.6,4.09,2022
6094,1.11,Ideal,H,SI2,62.0,54.0,6.64,6.61,4.11,2022
6095,1.11,Ideal,H,SI2,61.3,55.0,6.73,6.65,4.1,2022
6096,0.91,Ideal,I,VVS2,60.6,57.0,6.25,6.27,3.79,2022
6097,1.12,Premium,D,SI2,59.5,59.0,6.8,6.75,4.03,2022
6098,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,2022
6099,0.9,Very Good,H,VVS1,62.1,59.0,6.17,6.19,3.84,2022
6100,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,2022
6101,1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,2022
6102,1.0,Fair,H,SI1,67.6,59.0,6.03,5.95,4.05,2022
6103,1.01,Ideal,E,SI2,62.2,54.0,6.39,6.43,3.99,2022
6104,1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01,2022
6105,1.01,Ideal,E,SI2,61.2,54.0,6.49,6.52,3.98,2022
6106,1.01,Premium,E,SI2,62.6,59.0,6.36,6.39,3.99,2022
6107,1.01,Ideal,E,SI2,61.1,57.0,6.48,6.52,3.97,2022
6108,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2022
6109,1.24,Premium,E,SI2,60.5,62.0,6.97,6.89,4.19,2022
6110,0.93,Ideal,G,SI1,62.2,58.0,6.2,6.24,3.87,2022
6111,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,2022
6112,1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,2022
6113,0.9,Very Good,G,VVS2,62.6,55.0,6.12,6.19,3.85,2022
6114,0.9,Very Good,D,VS2,63.0,62.0,6.06,6.13,3.84,2022
6115,0.9,Good,G,VVS2,62.6,58.0,6.1,6.13,3.83,2022
6116,1.16,Ideal,I,SI1,61.7,56.0,6.76,6.7,4.15,2022
6117,1.21,Premium,I,VS2,61.6,61.0,6.86,6.8,4.21,2022
6118,1.11,Premium,G,SI2,61.5,58.0,6.6,6.67,4.08,2022
6119,0.91,Premium,H,VS1,61.8,54.0,6.32,6.27,3.89,2022
6120,0.91,Very Good,H,VS1,59.4,63.0,6.32,6.28,3.74,2022
6121,1.09,Ideal,G,SI2,61.2,57.0,6.68,6.63,4.07,2022
6122,1.09,Ideal,G,SI2,62.1,56.0,6.66,6.59,4.12,2022
6123,1.03,Good,D,SI2,59.3,58.0,6.57,6.61,3.91,2022
6124,1.01,Premium,D,SI2,58.8,59.0,6.58,6.55,3.86,2022
6125,1.01,Premium,G,SI1,61.2,61.0,6.47,6.41,3.94,2022
6126,1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,2022
6127,1.01,Premium,G,SI1,61.0,62.0,6.49,6.4,3.93,2022
6128,1.01,Premium,D,SI2,62.8,59.0,6.44,6.34,4.01,2022
6129,1.01,Very Good,G,SI1,63.4,58.0,6.33,6.28,4.0,2022
6130,1.01,Premium,D,SI2,62.2,60.0,6.43,6.4,3.99,2022
6131,1.01,Premium,G,SI1,62.5,60.0,6.39,6.34,3.98,2022
6132,1.01,Premium,D,SI2,60.3,57.0,6.56,6.51,3.94,2022
6133,1.01,Good,D,SI2,63.9,57.0,6.36,6.29,4.04,2022
6134,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,2022
6135,0.91,Ideal,G,SI1,62.5,56.0,6.19,6.22,3.88,2022
6136,1.1,Good,F,SI2,60.5,61.0,6.61,6.67,4.02,2022
6137,1.21,Premium,J,VS1,61.0,60.0,6.88,6.83,4.18,2022
6138,1.08,Ideal,G,SI2,61.9,58.0,6.55,6.57,4.06,2022
6139,1.02,Ideal,E,SI1,61.1,56.0,6.51,6.45,3.96,2022
6140,1.01,Premium,I,VS2,62.5,58.0,6.44,6.39,4.01,2022
6141,1.0,Ideal,H,SI1,61.4,55.0,6.49,6.44,3.97,2022
6142,1.01,Premium,F,SI2,61.9,58.0,6.39,6.34,3.94,2022
6143,0.9,Premium,E,SI1,62.8,58.0,6.13,6.09,3.84,2022
6144,1.74,Very Good,H,I1,63.2,55.0,7.62,7.59,4.8,2022
6145,1.07,Ideal,F,SI2,61.5,57.0,6.57,6.6,4.05,2022
6146,0.9,Very Good,F,VS2,61.9,57.0,6.17,6.23,3.84,2022
6147,0.9,Ideal,F,VS2,62.7,56.0,6.17,6.2,3.88,2022
6148,0.9,Very Good,F,VS2,61.7,56.0,6.18,6.21,3.82,2022
6149,1.02,Premium,F,SI1,63.0,58.0,6.4,6.36,4.02,2022
6150,1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,2022
6151,1.02,Good,F,SI1,63.7,61.0,6.27,6.23,3.98,2022
6152,0.91,Ideal,H,VS2,62.4,56.0,6.2,6.14,3.85,2022
6153,1.19,Ideal,J,SI1,62.0,56.0,6.8,6.77,4.21,2022
6154,1.03,Very Good,D,SI2,61.3,61.0,6.46,6.49,3.97,2022
6155,1.03,Very Good,D,SI2,62.8,56.0,6.43,6.46,4.05,2022
6156,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,2022
6157,1.03,Ideal,D,SI2,61.8,56.0,6.46,6.51,4.01,2022
6158,1.05,Ideal,I,SI1,62.1,54.0,6.54,6.55,4.06,2022
6159,1.28,Good,G,SI2,63.6,57.0,6.78,6.73,4.29,2022
6160,1.01,Very Good,H,SI1,59.8,61.0,6.54,6.51,3.9,2022
6161,0.9,Very Good,F,VS2,62.6,58.0,6.08,6.13,3.82,2022
6162,1.04,Very Good,H,SI1,59.7,60.0,6.55,6.58,3.92,2022
6163,0.95,Premium,F,SI1,62.9,59.0,6.24,6.13,3.89,2022
6164,0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,2022
6165,1.09,Premium,D,SI2,62.2,59.0,6.49,6.46,4.03,2022
6166,1.06,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,2022
6167,1.1,Very Good,H,SI1,63.5,55.0,6.55,6.49,4.14,2022
6168,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,2022
6169,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,2022
6170,0.9,Very Good,H,VS1,63.6,55.0,6.15,6.11,3.9,2022
6171,0.9,Very Good,H,VS1,62.8,59.0,6.07,6.15,3.84,2022
6172,1.08,Very Good,G,SI2,62.8,56.0,6.48,6.6,4.11,2022
6173,1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,2022
6174,1.01,Ideal,I,VS2,59.9,61.0,6.49,6.53,3.9,2022
6175,1.02,Ideal,I,SI1,61.3,57.0,6.47,6.49,3.97,2022
6176,0.9,Good,H,VS2,58.2,59.0,6.36,6.33,3.69,2022
6177,1.01,Good,E,SI2,58.7,63.0,6.52,6.6,3.85,2022
6178,1.07,Ideal,J,VS2,61.7,58.0,6.58,6.55,4.05,2022
6179,1.24,Premium,J,SI1,61.8,58.0,6.9,6.86,4.25,2022
6180,0.9,Premium,E,VS2,62.6,59.0,6.14,6.06,3.82,2022
6181,0.9,Premium,F,VS1,59.0,58.0,6.33,6.29,3.72,2022
6182,1.11,Premium,H,VS1,62.3,57.0,6.67,6.62,4.14,2022
6183,1.05,Very Good,I,SI1,62.6,56.0,6.49,6.45,4.05,2022
6184,1.02,Premium,H,SI1,62.6,59.0,6.43,6.38,4.01,2022
6185,1.01,Premium,E,SI2,62.9,59.0,6.37,6.31,3.99,2022
6186,1.14,Premium,G,SI2,61.1,59.0,6.77,6.72,4.12,2022
6187,1.02,Very Good,H,SI1,63.2,57.0,6.44,6.38,4.05,2022
6188,1.15,Premium,E,SI2,62.3,58.0,6.73,6.67,4.18,2022
6189,1.13,Premium,H,SI1,61.2,59.0,6.68,6.65,4.08,2022
6190,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,2022
6191,1.06,Premium,E,SI1,63.0,56.0,6.54,6.45,4.09,2022
6192,1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,2022
6193,1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,2022
6194,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,2022
6195,1.21,Very Good,J,VS2,63.0,57.0,6.73,6.77,4.25,2022
6196,1.1,Premium,E,SI2,60.1,62.0,6.69,6.65,4.01,2022
6197,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,2022
6198,1.05,Very Good,H,SI1,63.5,57.0,6.47,6.44,4.1,2022
6199,0.93,Premium,D,SI2,62.0,56.0,6.27,6.22,3.87,2022
6200,1.27,Ideal,J,SI2,62.6,57.0,6.85,6.88,4.3,2022
6201,0.9,Premium,D,SI1,62.2,58.0,6.11,6.18,3.82,2022
6202,0.9,Very Good,D,SI1,62.8,59.0,6.14,6.18,3.87,2022
6203,1.01,Ideal,J,VS1,61.2,57.0,6.45,6.49,3.96,2022
6204,1.01,Ideal,H,SI2,61.1,56.0,6.44,6.48,3.95,2022
6205,1.01,Ideal,H,SI2,62.4,57.0,6.36,6.43,3.99,2022
6206,1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,2022
6207,1.04,Ideal,F,SI2,62.0,54.0,6.49,6.51,4.03,2022
6208,1.13,Fair,I,VS2,55.9,67.0,7.05,6.94,3.9,2022
6209,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,2022
6210,1.0,Very Good,D,SI1,60.1,60.0,6.47,6.55,3.91,2022
6211,1.09,Good,F,SI2,60.3,61.0,6.64,6.69,4.02,2022
6212,1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08,2022
6213,1.11,Premium,F,SI1,60.4,58.0,6.68,6.66,4.03,2022
6214,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,2022
6215,0.93,Ideal,E,SI1,59.6,57.0,6.37,6.42,3.81,2022
6216,1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07,2022
6217,1.0,Ideal,H,SI1,60.3,56.0,6.52,6.54,3.94,2022
6218,1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02,2022
6219,1.14,Premium,H,SI2,60.6,59.0,6.77,6.8,4.11,2022
6220,1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97,2022
6221,0.72,Ideal,E,VVS1,61.6,56.0,5.75,5.77,3.55,2022
6222,1.16,Premium,J,VS2,62.2,59.0,6.74,6.69,4.18,2022
6223,1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,2022
6224,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,2022
6225,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,2022
6226,1.0,Fair,D,SI1,66.3,58.0,6.15,6.04,4.04,2022
6227,1.0,Very Good,F,SI1,63.1,57.0,6.37,6.33,4.01,2022
6228,1.0,Ideal,H,VS2,62.5,58.0,6.38,6.33,3.97,2022
6229,1.26,Ideal,I,SI2,59.6,57.0,7.04,7.01,4.19,2022
6230,1.0,Premium,E,SI2,61.2,60.0,6.45,6.42,3.94,2022
6231,1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,2022
6232,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,2022
6233,1.12,Premium,H,SI2,61.9,58.0,6.74,6.66,4.15,2022
6234,1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86,2022
6235,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,2022
6236,1.0,Very Good,D,SI2,63.3,56.0,6.38,6.35,4.03,2022
6237,1.0,Very Good,E,SI2,63.5,56.0,6.38,6.31,4.03,2022
6238,1.0,Premium,E,SI2,61.4,61.0,6.41,6.36,3.92,2022
6239,1.0,Premium,E,SI2,61.1,58.0,6.48,6.44,3.95,2022
6240,1.0,Premium,D,SI1,62.0,58.0,6.41,6.29,3.94,2022
6241,1.0,Fair,D,SI1,64.9,59.0,6.2,6.13,4.0,2022
6242,1.0,Fair,D,SI1,65.9,54.0,6.24,6.2,4.1,2022
6243,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03,2022
6244,1.03,Good,H,SI1,59.3,56.0,6.57,6.66,3.92,2022
6245,1.22,Fair,F,SI2,65.0,56.0,6.71,6.8,4.39,2022
6246,1.01,Premium,E,VS2,60.8,58.0,6.43,6.4,3.9,2022
6247,0.9,Very Good,E,VS2,60.4,60.0,6.23,6.29,3.78,2022
6248,0.9,Very Good,E,VS2,63.0,58.0,6.13,6.16,3.87,2022
6249,1.01,Very Good,G,SI1,62.4,60.0,6.34,6.39,3.97,2022
6250,1.13,Ideal,G,SI2,60.8,56.0,6.64,6.72,4.06,2022
6251,1.01,Very Good,H,SI1,63.3,57.0,6.41,6.36,4.04,2022
6252,1.01,Premium,H,SI1,62.2,54.0,6.48,6.41,4.01,2022
6253,1.01,Premium,H,SI1,62.6,61.0,6.39,6.36,3.99,2022
6254,1.14,Ideal,J,SI1,61.7,54.0,6.71,6.74,4.15,2022
6255,1.02,Ideal,G,SI1,60.3,56.0,6.57,6.54,3.95,2022
6256,1.13,Ideal,H,VS2,62.0,55.0,6.68,6.65,4.13,2022
6257,0.9,Very Good,E,VS2,60.6,60.0,6.14,6.27,3.76,2022
6258,1.11,Ideal,H,SI2,61.4,57.0,6.63,6.67,4.08,2022
6259,0.34,Ideal,D,I1,62.5,57.0,4.47,4.49,2.8,2022
6260,0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,2022
6261,0.31,Ideal,I,SI1,60.9,57.0,4.36,4.41,2.67,2022
6262,0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47,2022
6263,0.23,Premium,I,VVS1,60.5,61.0,3.98,3.95,2.4,2022
6264,0.3,Good,D,SI2,60.8,65.0,4.26,4.29,2.6,2022
6265,0.23,Very Good,G,VVS1,60.2,59.0,4.0,4.01,2.41,2022
6266,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,2022
6267,0.33,Ideal,F,SI2,61.4,55.0,4.46,4.5,2.75,2022
6268,0.33,Good,H,SI2,63.5,57.0,4.36,4.39,2.78,2022
6269,0.31,Ideal,H,SI1,61.2,58.0,4.37,4.39,2.68,2022
6270,0.24,Very Good,F,VS1,62.0,56.0,3.94,3.99,2.46,2022
6271,0.24,Premium,E,VS2,62.6,58.0,3.99,4.03,2.51,2022
6272,0.24,Ideal,F,VS2,61.8,57.0,3.97,4.02,2.47,2022
6273,0.3,Good,G,SI1,63.2,55.0,4.26,4.29,2.7,2022
6274,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,2022
6275,0.26,Very Good,G,VS1,62.1,56.0,4.07,4.11,2.54,2022
6276,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,2022
6277,0.31,Ideal,I,SI1,62.5,56.0,4.29,4.35,2.7,2022
6278,0.31,Very Good,I,SI1,62.8,60.0,4.29,4.31,2.7,2022
6279,0.31,Premium,I,SI1,60.1,59.0,4.38,4.41,2.64,2022
6280,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,2022
6281,0.31,Very Good,I,SI1,62.3,58.0,4.35,4.38,2.72,2022
6282,0.3,Ideal,H,VVS2,62.1,55.0,4.33,4.36,2.7,2022
6283,0.27,Very Good,F,VVS2,62.3,59.0,4.14,4.18,2.59,2022
6284,0.26,Very Good,F,VVS1,61.2,60.0,4.13,4.14,2.53,2022
6285,0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,2022
6286,0.27,Very Good,E,VVS1,62.4,55.0,4.18,4.22,2.62,2022
6287,0.31,Ideal,F,VS2,61.8,53.0,4.36,4.38,2.7,2022
6288,0.31,Ideal,F,VS2,60.5,57.0,4.39,4.41,2.66,2022
6289,0.31,Ideal,F,VS2,61.3,55.0,4.35,4.39,2.68,2022
6290,0.32,Premium,H,SI1,60.9,60.0,4.43,4.4,2.69,2022
6291,0.32,Premium,H,SI1,61.8,56.0,4.43,4.4,2.73,2022
6292,0.32,Very Good,H,SI1,63.1,58.0,4.36,4.33,2.74,2022
6293,0.32,Very Good,H,SI1,63.4,55.0,4.38,4.36,2.77,2022
6294,0.32,Premium,H,SI1,62.3,60.0,4.4,4.36,2.73,2022
6295,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,2022
6296,0.32,Premium,H,SI1,62.0,58.0,4.39,4.38,2.72,2022
6297,0.35,Ideal,F,SI2,62.8,55.0,4.53,4.48,2.83,2022
6298,0.4,Good,J,VS2,64.0,57.0,4.67,4.7,3.0,2022
6299,0.31,Very Good,F,VS1,61.8,58.0,4.29,4.35,2.67,2022
6300,0.33,Ideal,I,VVS1,62.1,54.0,4.46,4.49,2.78,2022
6301,0.32,Ideal,H,VS1,61.6,56.0,4.42,4.46,2.73,2022
6302,1.07,Good,D,SI2,61.0,62.0,6.6,6.68,4.05,2022
6303,1.16,Ideal,G,SI2,61.7,56.0,6.82,6.76,4.18,2022
6304,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,2022
6305,1.2,Very Good,G,SI2,61.2,59.0,6.78,6.84,4.17,2022
6306,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,2022
6307,1.0,Good,F,SI1,63.3,61.0,6.29,6.31,3.99,2022
6308,1.0,Very Good,F,SI1,61.8,59.0,6.33,6.38,3.93,2022
6309,1.02,Good,E,SI2,63.4,57.0,6.41,6.43,4.07,2022
6310,1.02,Good,E,SI2,63.2,56.0,6.37,6.41,4.04,2022
6311,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,2022
6312,0.9,Good,F,SI1,63.6,55.0,6.15,6.12,3.9,2022
6313,1.1,Premium,G,SI1,59.6,60.0,6.74,6.7,4.0,2022
6314,1.0,Ideal,H,SI2,61.4,60.0,6.35,6.41,3.92,2022
6315,1.05,Ideal,E,SI2,60.3,61.0,6.56,6.6,3.97,2022
6316,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,2022
6317,0.9,Very Good,F,VS2,63.2,57.0,6.12,6.07,3.85,2022
6318,1.2,Premium,J,VS2,60.3,59.0,6.9,6.94,4.17,2022
6319,1.1,Very Good,F,SI2,59.1,57.0,6.72,6.82,4.0,2022
6320,0.73,Very Good,D,VVS1,61.8,61.0,5.7,5.73,3.53,2022
6321,1.2,Premium,J,SI1,60.0,61.0,6.89,6.84,4.12,2022
6322,0.9,Good,D,VS2,57.7,61.0,6.34,6.32,3.65,2022
6323,1.04,Premium,F,SI2,60.2,58.0,6.6,6.55,3.96,2022
6324,1.02,Very Good,G,SI1,63.2,59.0,6.41,6.37,4.04,2022
6325,1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,2022
6326,1.02,Premium,G,SI1,60.8,58.0,6.5,6.46,3.94,2022
6327,1.02,Premium,G,SI1,61.0,59.0,6.48,6.44,3.94,2022
6328,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,2022
6329,1.02,Premium,D,SI2,61.5,56.0,6.51,6.47,3.99,2022
6330,1.02,Premium,D,SI2,60.3,58.0,6.52,6.48,3.92,2022
6331,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,2022
6332,1.01,Premium,G,SI1,59.8,58.0,6.54,6.58,3.92,2022
6333,1.01,Very Good,D,SI2,61.5,56.0,6.39,6.46,3.95,2022
6334,1.0,Very Good,E,SI1,61.0,61.0,6.4,6.45,3.92,2022
6335,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,2022
6336,1.32,Premium,I,VS1,62.4,58.0,7.01,6.96,4.36,2022
6337,1.12,Premium,H,SI1,61.6,58.0,6.72,6.62,4.11,2022
6338,0.91,Very Good,D,VS2,62.7,59.0,6.13,6.16,3.85,2022
6339,1.12,Ideal,F,SI2,61.6,57.0,6.68,6.66,4.11,2022
6340,1.06,Very Good,F,SI1,62.5,58.0,6.46,6.5,4.05,2022
6341,1.0,Ideal,F,SI2,62.7,57.0,6.37,6.42,4.01,2022
6342,0.92,Very Good,H,VS1,59.7,63.0,6.34,6.29,3.77,2022
6343,1.0,Good,H,VS2,63.6,61.0,6.25,6.21,3.96,2022
6344,1.04,Premium,D,SI2,61.0,59.0,6.51,6.54,3.98,2022
6345,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94,2022
6346,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09,2022
6347,0.9,Ideal,F,SI1,61.3,56.0,6.21,6.23,3.81,2022
6348,1.14,Ideal,I,SI1,61.8,57.0,6.76,6.68,4.15,2022
6349,1.0,Premium,H,SI1,62.7,58.0,6.41,6.32,3.99,2022
6350,1.25,Good,I,SI2,63.9,56.0,6.81,6.77,4.34,2022
6351,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,2022
6352,1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,2022
6353,0.97,Premium,F,SI1,59.9,59.0,6.39,6.36,3.82,2022
6354,1.01,Very Good,D,SI2,61.9,58.0,6.43,6.49,4.0,2022
6355,1.02,Very Good,H,SI1,61.6,58.0,6.49,6.54,4.01,2022
6356,1.23,Good,J,VS2,63.6,60.0,6.77,6.73,4.29,2022
6357,0.91,Premium,E,SI1,59.8,59.0,6.28,6.23,3.74,2022
6358,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,2022
6359,1.05,Good,F,SI1,57.9,62.0,6.68,6.73,3.88,2022
6360,1.0,Premium,D,SI2,62.4,58.0,6.33,6.36,3.96,2022
6361,1.03,Premium,E,SI2,61.8,56.0,6.5,6.47,4.01,2022
6362,1.5,Good,G,I1,64.0,61.0,7.15,7.04,0.0,2022
6363,0.91,Ideal,G,SI1,61.9,56.0,6.22,6.18,3.84,2022
6364,1.0,Good,H,VS1,62.1,64.0,6.4,6.18,3.91,2022
6365,1.0,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,2022
6366,1.0,Very Good,H,VS1,63.3,53.0,6.37,6.29,4.01,2022
6367,1.0,Premium,H,VS1,62.7,58.0,6.37,6.33,3.98,2022
6368,1.0,Premium,H,VS1,59.1,60.0,6.45,6.42,3.8,2022
6369,1.0,Fair,H,VS1,64.1,60.0,6.3,6.22,4.01,2022
6370,1.1,Ideal,H,SI2,62.0,55.0,6.61,6.65,4.11,2022
